t(i)		  RK		 RKF 		 RKF_
1.000000	0.000000	0.000000	0.000000
1.039000	0.000001	0.000527	0.000001
1.078000	0.005519	0.004862	0.005009
1.117000	0.016038	0.015609	0.015400
1.156000	0.031171	0.031297	0.030754
1.195000	0.050644	0.051628	0.050766
1.234000	0.074273	0.076406	0.075239
1.273000	0.101963	0.105528	0.104064
1.312000	0.133695	0.138976	0.137220
1.351000	0.169523	0.176811	0.174765
1.390000	0.209577	0.219175	0.216839
1.429000	0.254061	0.266293	0.263662
1.468000	0.303259	0.318477	0.315542
1.507000	0.357542	0.376131	0.372883
1.546000	0.417380	0.439773	0.436194
1.585000	0.483353	0.510038	0.506108
1.624000	0.556177	0.587710	0.583404
1.663000	0.636721	0.673747	0.669033
1.702000	0.726048	0.769317	0.764155
1.741000	0.825454	0.875848	0.870189
1.780000	0.936531	0.995093	0.988878
1.819000	1.061234	1.129215	1.122369
1.858000	1.201994	1.280902	1.273331
1.897000	1.361849	1.453518	1.445109
1.936000	1.544638	1.651324	1.641931
1.975000	1.755263	1.879768	1.869207
2.014000	2.000067	2.145912	2.133944
2.053000	2.287379	2.459039	2.445354
2.092000	2.628311	2.831555	2.815743
2.131000	3.037979	3.280356	3.261862
2.170000	3.537396	3.828949	3.807011
2.209000	4.156524	4.510870	4.484419
2.248000	4.939382	5.375384	5.342875
2.287000	5.952998	6.497425	6.456569
2.326000	7.303986	7.995890	7.943172
2.365000	9.171432	10.069544	9.999366
2.404000	11.878067	13.073581	12.976666
2.443000	16.063245	17.701347	17.561791
2.482000	23.177405	25.484467	25.275290
2.521000	37.293463	40.507917	40.197131
2.560000	75.454390	78.017470	77.776062
