t(i)		  RK		 RKF 		 RKF_		 error		 f(i)
1.000000	2.000000	2.000000	2.000000	0.000000	2.000000
1.078000	2.156158	2.156245	2.156158	0.000088	2.156159
1.156000	2.312317	2.312431	2.312405	0.000025	2.313278
1.234000	2.469439	2.469518	2.469555	0.000038	2.472367
1.312000	2.628533	2.628511	2.628614	0.000103	2.634534
1.390000	2.790708	2.790511	2.790685	0.000173	2.801055
1.468000	2.957239	2.956780	2.957031	0.000251	2.973452
1.546000	3.129650	3.128817	3.129157	0.000340	3.153615
1.624000	3.309831	3.308476	3.308922	0.000446	3.343965
1.702000	3.500204	3.498127	3.498702	0.000575	3.547713
1.780000	3.703983	3.700899	3.701637	0.000739	3.769262
1.858000	3.925574	3.921061	3.922016	0.000955	4.014868
1.936000	4.171237	4.164653	4.165906	0.001253	4.293798
2.014000	4.450246	4.440559	4.442244	0.001684	4.620437
2.092000	4.777001	4.762469	4.764814	0.002345	5.018478
2.170000	5.175217	5.152695	5.156123	0.003428	5.529981
2.248000	5.687000	5.650307	5.655670	0.005363	6.237575
2.326000	6.395070	6.330570	6.339803	0.009234	7.329102
2.404000	7.487422	7.359601	7.377886	0.018285	9.343634
2.482000	9.502638	9.191309	9.236164	0.044855	14.714113
2.560000	14.839360	13.690892	13.838323	0.147431	96.180496
